CPG,CPG Region,Channel,Retailer,Retailer Region,Year,Week,Category, Sales 
XYZ Manufacturing,West,Mass,SuperMart,West,2018,1,Widgets,"52,74,958.93"
AAA Industries,East,Mass,SuperMart,East,2018,1,Widgets,"15,88,734.46"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2018,1,Widgets,"20,91,221.00"
AAA Industries,South,Mass,SuperMart,Deep South,2018,1,Widgets,"5,78,127.52"
AAA Industries,West,Mass,SuperMart,West,2018,1,Widgets,"27,00,207.48"
XYZ Manufacturing,North,Mass,BigCo,North,2018,1,Widgets,"32,42,562.90"
XYZ Manufacturing,East,Mass,BigCo,East,2018,1,Widgets,"13,25,521.88"
XYZ Manufacturing,South,Mass,BigCo,South,2018,1,Widgets,"16,48,221.80"
XYZ Manufacturing,West,Mass,BigCo,West,2018,1,Widgets,"40,15,055.00"
AAA Industries,North,Mass,BigCo,North,2018,1,Widgets,"79,59,216.76"
AAA Industries,East,Mass,BigCo,East,2018,1,Widgets,"8,10,695.77"
AAA Industries,South,Mass,BigCo,South,2018,1,Widgets,"19,55,545.75"
AAA Industries,West,Mass,BigCo,West,2018,1,Widgets,"37,66,750.79"
XYZ Manufacturing,North,Drug,Rx,North,2018,1,Widgets,"7,95,311.77"
XYZ Manufacturing,East,Drug,Rx,East,2018,1,Widgets,"7,81,568.86"
XYZ Manufacturing,South,Drug,Rx,South,2018,1,Widgets,"9,75,422.76"
XYZ Manufacturing,West,Drug,Rx,West,2018,1,Widgets,"1,38,440.03"
AAA Industries,North,Drug,Rx,North,2018,1,Widgets,"3,76,922.83"
AAA Industries,East,Drug,Rx,East,2018,1,Widgets,"7,46,671.72"
AAA Industries,South,Drug,Rx,South,2018,1,Widgets,"8,92,450.08"
AAA Industries,West,Drug,Rx,West,2018,1,Widgets,"8,73,977.44"
XYZ Manufacturing,North,Mass,SuperMart,North,2018,2,Widgets,"8,84,079.72"
XYZ Manufacturing,East,Mass,SuperMart,East,2018,2,Widgets,"31,71,036.33"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2018,2,Widgets,"7,82,887.61"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2018,2,Widgets,"7,10,004.69"
XYZ Manufacturing,West,Mass,SuperMart,West,2018,2,Widgets,"53,03,151.35"
AAA Industries,East,Mass,SuperMart,East,2018,2,Widgets,"15,32,458.12"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2018,2,Widgets,"21,84,039.90"
AAA Industries,South,Mass,SuperMart,Deep South,2018,2,Widgets,"5,29,515.06"
AAA Industries,West,Mass,SuperMart,West,2018,2,Widgets,"28,06,043.90"
XYZ Manufacturing,North,Mass,BigCo,North,2018,2,Widgets,"30,85,617.91"
XYZ Manufacturing,East,Mass,BigCo,East,2018,2,Widgets,"13,76,404.60"
XYZ Manufacturing,South,Mass,BigCo,South,2018,2,Widgets,"15,78,373.43"
XYZ Manufacturing,West,Mass,BigCo,West,2018,2,Widgets,"42,66,817.71"
AAA Industries,North,Mass,BigCo,North,2018,2,Widgets,"79,63,545.95"
AAA Industries,East,Mass,BigCo,East,2018,2,Widgets,"8,07,277.41"
AAA Industries,South,Mass,BigCo,South,2018,2,Widgets,"19,60,015.32"
AAA Industries,West,Mass,BigCo,West,2018,2,Widgets,"38,46,718.93"
XYZ Manufacturing,North,Drug,Rx,North,2018,2,Widgets,"7,82,079.65"
XYZ Manufacturing,East,Drug,Rx,East,2018,2,Widgets,"8,60,694.09"
XYZ Manufacturing,South,Drug,Rx,South,2018,2,Widgets,"9,42,041.39"
XYZ Manufacturing,West,Drug,Rx,West,2018,2,Widgets,"1,35,933.94"
AAA Industries,North,Drug,Rx,North,2018,2,Widgets,"3,80,064.15"
AAA Industries,East,Drug,Rx,East,2018,2,Widgets,"7,74,848.30"
AAA Industries,South,Drug,Rx,South,2018,2,Widgets,"8,20,649.94"
AAA Industries,West,Drug,Rx,West,2018,2,Widgets,"9,19,859.75"
XYZ Manufacturing,North,Mass,SuperMart,North,2018,3,Widgets,"9,20,355.49"
XYZ Manufacturing,East,Mass,SuperMart,East,2018,3,Widgets,"30,01,240.91"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2018,3,Widgets,"7,96,054.29"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2018,3,Widgets,"6,83,432.75"
XYZ Manufacturing,West,Mass,SuperMart,West,2018,3,Widgets,"51,55,485.83"
AAA Industries,East,Mass,SuperMart,East,2018,3,Widgets,"16,07,223.46"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2018,3,Widgets,"20,31,917.66"
AAA Industries,South,Mass,SuperMart,Deep South,2018,3,Widgets,"5,16,093.52"
AAA Industries,West,Mass,SuperMart,West,2018,3,Widgets,"28,61,425.37"
XYZ Manufacturing,North,Mass,BigCo,North,2018,3,Widgets,"31,81,129.56"
XYZ Manufacturing,East,Mass,BigCo,East,2018,3,Widgets,"13,54,193.90"
XYZ Manufacturing,South,Mass,BigCo,South,2018,3,Widgets,"15,78,742.59"
XYZ Manufacturing,West,Mass,BigCo,West,2018,3,Widgets,"42,98,522.35"
AAA Industries,North,Mass,BigCo,North,2018,3,Widgets,"75,10,734.47"
AAA Industries,East,Mass,BigCo,East,2018,3,Widgets,"8,15,880.75"
AAA Industries,South,Mass,BigCo,South,2018,3,Widgets,"18,99,728.03"
AAA Industries,West,Mass,BigCo,West,2018,3,Widgets,"36,89,759.08"
XYZ Manufacturing,North,Drug,Rx,North,2018,3,Widgets,"7,36,819.76"
XYZ Manufacturing,East,Drug,Rx,East,2018,3,Widgets,"8,56,934.09"
XYZ Manufacturing,South,Drug,Rx,South,2018,3,Widgets,"9,60,413.06"
XYZ Manufacturing,West,Drug,Rx,West,2018,3,Widgets,"1,40,916.17"
AAA Industries,North,Drug,Rx,North,2018,3,Widgets,"3,81,430.05"
AAA Industries,East,Drug,Rx,East,2018,3,Widgets,"7,44,924.36"
AAA Industries,South,Drug,Rx,South,2018,3,Widgets,"8,97,532.49"
AAA Industries,West,Drug,Rx,West,2018,3,Widgets,"8,41,593.22"
XYZ Manufacturing,North,Mass,SuperMart,North,2018,4,Widgets,"9,24,764.13"
XYZ Manufacturing,East,Mass,SuperMart,East,2018,4,Widgets,"31,82,987.12"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2018,4,Widgets,"7,69,988.79"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2018,4,Widgets,"7,24,710.80"
XYZ Manufacturing,West,Mass,SuperMart,West,2018,4,Widgets,"51,88,456.04"
AAA Industries,East,Mass,SuperMart,East,2018,4,Widgets,"15,74,312.71"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2018,4,Widgets,"21,45,025.92"
AAA Industries,South,Mass,SuperMart,Deep South,2018,4,Widgets,"5,06,072.50"
AAA Industries,West,Mass,SuperMart,West,2018,4,Widgets,"26,54,900.11"
XYZ Manufacturing,North,Mass,BigCo,North,2018,4,Widgets,"32,25,331.14"
XYZ Manufacturing,East,Mass,BigCo,East,2018,4,Widgets,"13,60,080.64"
XYZ Manufacturing,South,Mass,BigCo,South,2018,4,Widgets,"14,18,830.62"
XYZ Manufacturing,West,Mass,BigCo,West,2018,4,Widgets,"39,28,224.36"
AAA Industries,North,Mass,BigCo,North,2018,4,Widgets,"79,52,900.37"
AAA Industries,East,Mass,BigCo,East,2018,4,Widgets,"8,89,826.20"
AAA Industries,South,Mass,BigCo,South,2018,4,Widgets,"17,48,904.00"
AAA Industries,West,Mass,BigCo,West,2018,4,Widgets,"37,83,477.27"
XYZ Manufacturing,North,Drug,Rx,North,2018,4,Widgets,"7,25,753.74"
XYZ Manufacturing,East,Drug,Rx,East,2018,4,Widgets,"8,10,366.14"
XYZ Manufacturing,South,Drug,Rx,South,2018,4,Widgets,"9,30,454.20"
XYZ Manufacturing,West,Drug,Rx,West,2018,4,Widgets,"1,31,571.00"
AAA Industries,North,Drug,Rx,North,2018,4,Widgets,"3,76,472.52"
AAA Industries,East,Drug,Rx,East,2018,4,Widgets,"7,75,286.48"
AAA Industries,South,Drug,Rx,South,2018,4,Widgets,"8,41,052.18"
AAA Industries,West,Drug,Rx,West,2018,4,Widgets,"8,32,654.40"
XYZ Manufacturing,North,Mass,SuperMart,North,2018,5,Widgets,"8,79,783.37"
XYZ Manufacturing,East,Mass,SuperMart,East,2018,5,Widgets,"30,61,032.61"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2018,5,Widgets,"7,74,062.51"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2018,5,Widgets,"6,60,059.44"
XYZ Manufacturing,West,Mass,SuperMart,West,2018,5,Widgets,"52,31,780.04"
AAA Industries,East,Mass,SuperMart,East,2018,5,Widgets,"16,81,153.18"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2018,5,Widgets,"20,42,990.98"
AAA Industries,South,Mass,SuperMart,Deep South,2018,5,Widgets,"5,21,157.41"
AAA Industries,West,Mass,SuperMart,West,2018,5,Widgets,"27,82,037.24"
XYZ Manufacturing,North,Mass,BigCo,North,2018,5,Widgets,"35,43,595.46"
XYZ Manufacturing,East,Mass,BigCo,East,2018,5,Widgets,"13,96,444.28"
XYZ Manufacturing,South,Mass,BigCo,South,2018,5,Widgets,"13,98,763.31"
XYZ Manufacturing,West,Mass,BigCo,West,2018,5,Widgets,"38,15,420.61"
AAA Industries,North,Mass,BigCo,North,2018,5,Widgets,"75,25,480.78"
AAA Industries,East,Mass,BigCo,East,2018,5,Widgets,"8,60,943.54"
AAA Industries,South,Mass,BigCo,South,2018,5,Widgets,"17,12,612.36"
AAA Industries,West,Mass,BigCo,West,2018,5,Widgets,"39,12,647.86"
XYZ Manufacturing,North,Drug,Rx,North,2018,5,Widgets,"7,29,123.96"
XYZ Manufacturing,East,Drug,Rx,East,2018,5,Widgets,"8,11,412.77"
XYZ Manufacturing,South,Drug,Rx,South,2018,5,Widgets,"9,28,879.98"
XYZ Manufacturing,West,Drug,Rx,West,2018,5,Widgets,"1,34,065.96"
AAA Industries,North,Drug,Rx,North,2018,5,Widgets,"3,64,432.55"
AAA Industries,East,Drug,Rx,East,2018,5,Widgets,"7,63,734.54"
AAA Industries,South,Drug,Rx,South,2018,5,Widgets,"8,01,975.70"
AAA Industries,West,Drug,Rx,West,2018,5,Widgets,"8,30,020.60"
XYZ Manufacturing,North,Mass,SuperMart,North,2018,6,Widgets,"8,56,978.15"
XYZ Manufacturing,East,Mass,SuperMart,East,2018,6,Widgets,"32,70,105.90"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2018,6,Widgets,"7,55,306.17"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2018,6,Widgets,"7,21,920.00"
XYZ Manufacturing,West,Mass,SuperMart,West,2018,6,Widgets,"53,43,062.12"
AAA Industries,East,Mass,SuperMart,East,2018,6,Widgets,"18,23,186.44"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2018,6,Widgets,"20,96,753.68"
AAA Industries,South,Mass,SuperMart,Deep South,2018,6,Widgets,"5,27,502.82"
AAA Industries,West,Mass,SuperMart,West,2018,6,Widgets,"27,11,258.28"
XYZ Manufacturing,North,Mass,BigCo,North,2018,6,Widgets,"36,26,585.40"
XYZ Manufacturing,East,Mass,BigCo,East,2018,6,Widgets,"15,02,218.10"
XYZ Manufacturing,South,Mass,BigCo,South,2018,6,Widgets,"14,44,675.67"
XYZ Manufacturing,West,Mass,BigCo,West,2018,6,Widgets,"38,20,983.31"
AAA Industries,North,Mass,BigCo,North,2018,6,Widgets,"73,86,982.98"
AAA Industries,East,Mass,BigCo,East,2018,6,Widgets,"9,09,112.25"
AAA Industries,South,Mass,BigCo,South,2018,6,Widgets,"18,50,398.59"
AAA Industries,West,Mass,BigCo,West,2018,6,Widgets,"38,42,486.28"
XYZ Manufacturing,North,Drug,Rx,North,2018,6,Widgets,"7,56,751.28"
XYZ Manufacturing,East,Drug,Rx,East,2018,6,Widgets,"7,68,093.28"
XYZ Manufacturing,South,Drug,Rx,South,2018,6,Widgets,"9,48,771.60"
XYZ Manufacturing,West,Drug,Rx,West,2018,6,Widgets,"1,35,087.51"
AAA Industries,North,Drug,Rx,North,2018,6,Widgets,"3,63,437.70"
AAA Industries,East,Drug,Rx,East,2018,6,Widgets,"7,26,192.45"
AAA Industries,South,Drug,Rx,South,2018,6,Widgets,"8,27,342.63"
AAA Industries,West,Drug,Rx,West,2018,6,Widgets,"8,60,166.52"
XYZ Manufacturing,North,Mass,SuperMart,North,2018,7,Widgets,"8,07,589.76"
XYZ Manufacturing,East,Mass,SuperMart,East,2018,7,Widgets,"31,48,637.95"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2018,7,Widgets,"7,52,752.24"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2018,7,Widgets,"6,74,509.88"
XYZ Manufacturing,West,Mass,SuperMart,West,2018,7,Widgets,"56,99,313.65"
AAA Industries,East,Mass,SuperMart,East,2018,7,Widgets,"16,10,242.80"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2018,7,Widgets,"21,65,841.21"
AAA Industries,South,Mass,SuperMart,Deep South,2018,7,Widgets,"5,37,326.37"
AAA Industries,West,Mass,SuperMart,West,2018,7,Widgets,"27,34,873.18"
XYZ Manufacturing,North,Mass,BigCo,North,2018,7,Widgets,"34,57,963.47"
XYZ Manufacturing,East,Mass,BigCo,East,2018,7,Widgets,"14,01,463.19"
XYZ Manufacturing,South,Mass,BigCo,South,2018,7,Widgets,"13,15,976.50"
XYZ Manufacturing,West,Mass,BigCo,West,2018,7,Widgets,"38,44,516.70"
AAA Industries,North,Mass,BigCo,North,2018,7,Widgets,"71,58,478.57"
AAA Industries,East,Mass,BigCo,East,2018,7,Widgets,"9,25,677.18"
AAA Industries,South,Mass,BigCo,South,2018,7,Widgets,"17,02,584.78"
AAA Industries,West,Mass,BigCo,West,2018,7,Widgets,"38,60,124.54"
XYZ Manufacturing,North,Drug,Rx,North,2018,7,Widgets,"6,95,099.82"
XYZ Manufacturing,East,Drug,Rx,East,2018,7,Widgets,"8,65,724.22"
XYZ Manufacturing,South,Drug,Rx,South,2018,7,Widgets,"9,34,409.12"
XYZ Manufacturing,West,Drug,Rx,West,2018,7,Widgets,"1,32,123.82"
AAA Industries,North,Drug,Rx,North,2018,7,Widgets,"3,55,069.46"
AAA Industries,East,Drug,Rx,East,2018,7,Widgets,"7,28,237.88"
AAA Industries,South,Drug,Rx,South,2018,7,Widgets,"8,11,558.96"
AAA Industries,West,Drug,Rx,West,2018,7,Widgets,"8,42,934.68"
XYZ Manufacturing,North,Mass,SuperMart,North,2018,8,Widgets,"9,16,186.10"
XYZ Manufacturing,East,Mass,SuperMart,East,2018,8,Widgets,"30,35,421.67"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2018,8,Widgets,"7,98,737.15"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2018,8,Widgets,"6,73,291.18"
XYZ Manufacturing,West,Mass,SuperMart,West,2018,8,Widgets,"56,64,680.38"
AAA Industries,East,Mass,SuperMart,East,2018,8,Widgets,"17,23,041.51"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2018,8,Widgets,"21,37,315.01"
AAA Industries,South,Mass,SuperMart,Deep South,2018,8,Widgets,"4,91,613.74"
AAA Industries,West,Mass,SuperMart,West,2018,8,Widgets,"28,65,551.47"
XYZ Manufacturing,North,Mass,BigCo,North,2018,8,Widgets,"34,78,152.67"
XYZ Manufacturing,East,Mass,BigCo,East,2018,8,Widgets,"13,80,710.07"
XYZ Manufacturing,South,Mass,BigCo,South,2018,8,Widgets,"13,22,129.07"
XYZ Manufacturing,West,Mass,BigCo,West,2018,8,Widgets,"35,13,949.78"
AAA Industries,North,Mass,BigCo,North,2018,8,Widgets,"74,93,946.86"
AAA Industries,East,Mass,BigCo,East,2018,8,Widgets,"9,77,464.66"
AAA Industries,South,Mass,BigCo,South,2018,8,Widgets,"17,86,986.05"
AAA Industries,West,Mass,BigCo,West,2018,8,Widgets,"39,54,181.94"
XYZ Manufacturing,North,Drug,Rx,North,2018,8,Widgets,"7,39,503.68"
XYZ Manufacturing,East,Drug,Rx,East,2018,8,Widgets,"9,09,649.73"
XYZ Manufacturing,South,Drug,Rx,South,2018,8,Widgets,"9,65,760.18"
XYZ Manufacturing,West,Drug,Rx,West,2018,8,Widgets,"1,36,073.95"
AAA Industries,North,Drug,Rx,North,2018,8,Widgets,"3,62,752.85"
AAA Industries,East,Drug,Rx,East,2018,8,Widgets,"7,15,147.78"
AAA Industries,South,Drug,Rx,South,2018,8,Widgets,"9,11,568.80"
AAA Industries,West,Drug,Rx,West,2018,8,Widgets,"9,11,540.09"
XYZ Manufacturing,North,Mass,SuperMart,North,2018,9,Widgets,"8,63,272.03"
XYZ Manufacturing,East,Mass,SuperMart,East,2018,9,Widgets,"31,53,754.43"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2018,9,Widgets,"8,00,758.64"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2018,9,Widgets,"7,63,931.44"
XYZ Manufacturing,West,Mass,SuperMart,West,2018,9,Widgets,"55,96,341.76"
AAA Industries,East,Mass,SuperMart,East,2018,9,Widgets,"15,72,268.45"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2018,9,Widgets,"22,79,488.62"
AAA Industries,South,Mass,SuperMart,Deep South,2018,9,Widgets,"4,90,493.91"
AAA Industries,West,Mass,SuperMart,West,2018,9,Widgets,"28,47,910.91"
XYZ Manufacturing,North,Mass,BigCo,North,2018,9,Widgets,"33,41,539.20"
XYZ Manufacturing,East,Mass,BigCo,East,2018,9,Widgets,"12,78,272.03"
XYZ Manufacturing,South,Mass,BigCo,South,2018,9,Widgets,"13,88,301.72"
XYZ Manufacturing,West,Mass,BigCo,West,2018,9,Widgets,"35,67,354.29"
AAA Industries,North,Mass,BigCo,North,2018,9,Widgets,"79,61,173.51"
AAA Industries,East,Mass,BigCo,East,2018,9,Widgets,"9,48,680.55"
AAA Industries,South,Mass,BigCo,South,2018,9,Widgets,"16,73,171.69"
AAA Industries,West,Mass,BigCo,West,2018,9,Widgets,"40,00,783.20"
XYZ Manufacturing,North,Drug,Rx,North,2018,9,Widgets,"6,87,915.01"
XYZ Manufacturing,East,Drug,Rx,East,2018,9,Widgets,"8,99,257.16"
XYZ Manufacturing,South,Drug,Rx,South,2018,9,Widgets,"9,77,144.58"
XYZ Manufacturing,West,Drug,Rx,West,2018,9,Widgets,"1,42,450.41"
AAA Industries,North,Drug,Rx,North,2018,9,Widgets,"3,49,045.80"
AAA Industries,East,Drug,Rx,East,2018,9,Widgets,"6,77,456.14"
AAA Industries,South,Drug,Rx,South,2018,9,Widgets,"9,28,803.14"
AAA Industries,West,Drug,Rx,West,2018,9,Widgets,"8,72,412.21"
XYZ Manufacturing,North,Mass,SuperMart,North,2018,10,Widgets,"8,39,525.77"
XYZ Manufacturing,East,Mass,SuperMart,East,2018,10,Widgets,"30,65,667.32"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2018,10,Widgets,"7,90,629.40"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2018,10,Widgets,"7,12,565.83"
XYZ Manufacturing,West,Mass,SuperMart,West,2018,10,Widgets,"54,04,882.17"
AAA Industries,East,Mass,SuperMart,East,2018,10,Widgets,"16,88,048.16"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2018,10,Widgets,"23,43,410.44"
AAA Industries,South,Mass,SuperMart,Deep South,2018,10,Widgets,"4,91,851.14"
AAA Industries,West,Mass,SuperMart,West,2018,10,Widgets,"28,55,516.15"
XYZ Manufacturing,North,Mass,BigCo,North,2018,10,Widgets,"35,55,415.32"
XYZ Manufacturing,East,Mass,BigCo,East,2018,10,Widgets,"12,21,441.68"
XYZ Manufacturing,South,Mass,BigCo,South,2018,10,Widgets,"14,23,848.91"
XYZ Manufacturing,West,Mass,BigCo,West,2018,10,Widgets,"36,94,284.15"
AAA Industries,North,Mass,BigCo,North,2018,10,Widgets,"77,71,353.34"
AAA Industries,East,Mass,BigCo,East,2018,10,Widgets,"9,61,269.60"
AAA Industries,South,Mass,BigCo,South,2018,10,Widgets,"16,34,109.84"
AAA Industries,West,Mass,BigCo,West,2018,10,Widgets,"39,48,809.20"
XYZ Manufacturing,North,Drug,Rx,North,2018,10,Widgets,"6,93,468.69"
XYZ Manufacturing,East,Drug,Rx,East,2018,10,Widgets,"8,35,910.72"
XYZ Manufacturing,South,Drug,Rx,South,2018,10,Widgets,"10,93,411.57"
XYZ Manufacturing,West,Drug,Rx,West,2018,10,Widgets,"1,46,068.34"
AAA Industries,North,Drug,Rx,North,2018,10,Widgets,"3,23,340.68"
AAA Industries,East,Drug,Rx,East,2018,10,Widgets,"7,39,968.10"
AAA Industries,South,Drug,Rx,South,2018,10,Widgets,"8,73,591.56"
AAA Industries,West,Drug,Rx,West,2018,10,Widgets,"8,49,516.12"
XYZ Manufacturing,North,Mass,SuperMart,North,2018,11,Widgets,"8,60,259.18"
XYZ Manufacturing,East,Mass,SuperMart,East,2018,11,Widgets,"30,51,810.34"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2018,11,Widgets,"7,37,543.93"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2018,11,Widgets,"7,24,137.15"
XYZ Manufacturing,West,Mass,SuperMart,West,2018,11,Widgets,"49,51,009.53"
AAA Industries,East,Mass,SuperMart,East,2018,11,Widgets,"15,45,614.89"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2018,11,Widgets,"22,83,643.09"
AAA Industries,South,Mass,SuperMart,Deep South,2018,11,Widgets,"4,68,164.00"
AAA Industries,West,Mass,SuperMart,West,2018,11,Widgets,"26,66,951.25"
XYZ Manufacturing,North,Mass,BigCo,North,2018,11,Widgets,"34,39,848.52"
XYZ Manufacturing,East,Mass,BigCo,East,2018,11,Widgets,"11,87,700.91"
XYZ Manufacturing,South,Mass,BigCo,South,2018,11,Widgets,"14,38,080.18"
XYZ Manufacturing,West,Mass,BigCo,West,2018,11,Widgets,"34,95,947.15"
AAA Industries,North,Mass,BigCo,North,2018,11,Widgets,"77,80,897.09"
AAA Industries,East,Mass,BigCo,East,2018,11,Widgets,"9,60,029.88"
AAA Industries,South,Mass,BigCo,South,2018,11,Widgets,"16,66,801.72"
AAA Industries,West,Mass,BigCo,West,2018,11,Widgets,"40,05,743.19"
XYZ Manufacturing,North,Drug,Rx,North,2018,11,Widgets,"6,92,227.10"
XYZ Manufacturing,East,Drug,Rx,East,2018,11,Widgets,"8,38,533.39"
XYZ Manufacturing,South,Drug,Rx,South,2018,11,Widgets,"10,87,709.75"
XYZ Manufacturing,West,Drug,Rx,West,2018,11,Widgets,"1,50,516.75"
AAA Industries,North,Drug,Rx,North,2018,11,Widgets,"3,42,699.96"
AAA Industries,East,Drug,Rx,East,2018,11,Widgets,"7,41,569.43"
AAA Industries,South,Drug,Rx,South,2018,11,Widgets,"8,27,966.51"
AAA Industries,West,Drug,Rx,West,2018,11,Widgets,"8,05,520.48"
XYZ Manufacturing,North,Mass,SuperMart,North,2018,12,Widgets,"9,06,877.82"
XYZ Manufacturing,East,Mass,SuperMart,East,2018,12,Widgets,"32,37,282.10"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2018,12,Widgets,"7,32,851.79"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2018,12,Widgets,"7,60,625.47"
XYZ Manufacturing,West,Mass,SuperMart,West,2018,12,Widgets,"52,10,088.46"
AAA Industries,East,Mass,SuperMart,East,2018,12,Widgets,"14,82,636.56"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2018,12,Widgets,"22,98,787.82"
AAA Industries,South,Mass,SuperMart,Deep South,2018,12,Widgets,"4,50,419.58"
AAA Industries,West,Mass,SuperMart,West,2018,12,Widgets,"27,36,467.22"
XYZ Manufacturing,North,Mass,BigCo,North,2018,12,Widgets,"35,42,967.36"
XYZ Manufacturing,East,Mass,BigCo,East,2018,12,Widgets,"13,15,168.17"
XYZ Manufacturing,South,Mass,BigCo,South,2018,12,Widgets,"13,53,290.36"
XYZ Manufacturing,West,Mass,BigCo,West,2018,12,Widgets,"34,71,178.21"
AAA Industries,North,Mass,BigCo,North,2018,12,Widgets,"79,92,537.49"
AAA Industries,East,Mass,BigCo,East,2018,12,Widgets,"10,44,970.03"
AAA Industries,South,Mass,BigCo,South,2018,12,Widgets,"17,54,285.96"
AAA Industries,West,Mass,BigCo,West,2018,12,Widgets,"40,73,049.73"
XYZ Manufacturing,North,Drug,Rx,North,2018,12,Widgets,"6,93,728.16"
XYZ Manufacturing,East,Drug,Rx,East,2018,12,Widgets,"8,32,826.44"
XYZ Manufacturing,South,Drug,Rx,South,2018,12,Widgets,"9,62,001.93"
XYZ Manufacturing,West,Drug,Rx,West,2018,12,Widgets,"1,44,536.36"
AAA Industries,North,Drug,Rx,North,2018,12,Widgets,"3,34,701.82"
AAA Industries,East,Drug,Rx,East,2018,12,Widgets,"6,79,573.35"
AAA Industries,South,Drug,Rx,South,2018,12,Widgets,"8,77,107.31"
AAA Industries,West,Drug,Rx,West,2018,12,Widgets,"8,14,262.46"
XYZ Manufacturing,North,Mass,SuperMart,North,2018,13,Widgets,"8,46,445.70"
XYZ Manufacturing,East,Mass,SuperMart,East,2018,13,Widgets,"29,51,597.89"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2018,13,Widgets,"7,03,926.07"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2018,13,Widgets,"7,40,841.55"
XYZ Manufacturing,West,Mass,SuperMart,West,2018,13,Widgets,"47,56,727.14"
AAA Industries,East,Mass,SuperMart,East,2018,13,Widgets,"14,92,130.25"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2018,13,Widgets,"21,67,008.55"
AAA Industries,South,Mass,SuperMart,Deep South,2018,13,Widgets,"4,64,057.88"
AAA Industries,West,Mass,SuperMart,West,2018,13,Widgets,"27,10,477.32"
XYZ Manufacturing,North,Mass,BigCo,North,2018,13,Widgets,"36,36,655.59"
XYZ Manufacturing,East,Mass,BigCo,East,2018,13,Widgets,"12,29,583.25"
XYZ Manufacturing,South,Mass,BigCo,South,2018,13,Widgets,"13,43,472.67"
XYZ Manufacturing,West,Mass,BigCo,West,2018,13,Widgets,"34,08,412.01"
AAA Industries,North,Mass,BigCo,North,2018,13,Widgets,"74,78,258.71"
AAA Industries,East,Mass,BigCo,East,2018,13,Widgets,"9,84,698.15"
AAA Industries,South,Mass,BigCo,South,2018,13,Widgets,"16,75,396.93"
AAA Industries,West,Mass,BigCo,West,2018,13,Widgets,"37,79,019.07"
XYZ Manufacturing,North,Drug,Rx,North,2018,13,Widgets,"7,32,881.98"
XYZ Manufacturing,East,Drug,Rx,East,2018,13,Widgets,"8,49,232.24"
XYZ Manufacturing,South,Drug,Rx,South,2018,13,Widgets,"10,80,473.97"
XYZ Manufacturing,West,Drug,Rx,West,2018,13,Widgets,"1,48,819.89"
AAA Industries,North,Drug,Rx,North,2018,13,Widgets,"3,54,282.86"
AAA Industries,East,Drug,Rx,East,2018,13,Widgets,"7,44,486.13"
AAA Industries,South,Drug,Rx,South,2018,13,Widgets,"8,77,095.27"
AAA Industries,West,Drug,Rx,West,2018,13,Widgets,"8,28,769.40"
XYZ Manufacturing,North,Mass,SuperMart,North,2018,14,Widgets,"8,94,468.68"
XYZ Manufacturing,East,Mass,SuperMart,East,2018,14,Widgets,"31,27,223.29"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2018,14,Widgets,"7,19,227.54"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2018,14,Widgets,"7,51,673.76"
